ISO31662A2(State), FIPS 5-2(State), ShortName(City), FIPS 55-3(City), GNIS(City), Type, Latitude, Longitude
AL,01,Pisgah,60720,2407128,PPL,34.684366,-85.846010
AL,01,Pleasant Grove,61008,2404538,PPL,33.493605,-86.978206
AL,01,Pleasant Groves,61038,2407134,PPL,34.737619,-86.197637
AL,01,Point Clear,61488,2403433,CDP,30.494676,-87.909991
AL,01,Pollard,61536,2407141,PPL,31.023877,-87.172978
AL,01,Powell,62075,2407153,PPL,34.532534,-85.897879
AL,01,Prattville,62328,2404568,PPL,32.461908,-86.457385
AL,01,Priceville,62472,2407160,PPL,34.524483,-86.881676
AL,01,Prichard,62496,2404573,PPL,30.773337,-88.131418
AL,01,Providence,62688,2407165,PPL,32.342386,-87.776115
AL,01,Putnam,62952,2628603,CDP,32.018084,-88.033057
AL,01,Ragland,63216,2407169,PPL,33.748325,-86.135927
AL,01,Rainbow,63288,2404588,PPL,33.928777,-86.084228
AL,01,Rainsville,63336,2404589,PPL,34.494364,-85.836505
AL,01,Ranburne,63408,2407173,PPL,33.525853,-85.339013
AL,01,Ray,63495,2582695,CDP,32.889230,-86.024612
AL,01,Red Bay,63576,2404601,PPL,34.436097,-88.136515
AL,01,Redland,63730,2582696,CDP,32.481426,-86.143759
AL,01,Red Level,63768,2407185,PPL,31.406711,-86.606217
AL,01,Redstone Arsenal,63912,2403466,CDP,34.687763,-86.661268
AL,01,Reece,63984,2407191,PPL,34.077307,-86.034461
AL,01,Reeltown,64040,2582697,CDP,32.574211,-85.819562
AL,01,Reform,64104,2407194,PPL,33.378214,-88.017297
AL,01,Rehobeth,64152,2407196,PPL,31.124507,-85.439607
AL,01,Repton,64368,2407200,PPL,31.409716,-87.238931
AL,01,Ridgeville,64656,2407216,PPL,34.056929,-86.102874
AL,01,River Falls,64776,2407223,PPL,31.352397,-86.544609
AL,01,Riverside,64920,2407224,PPL,33.616394,-86.204357
AL,01,Riverview,65016,2407226,PPL,31.061141,-87.077421
AL,01,Roanoke,65040,2404627,PPL,33.145305,-85.369526
AL,01,Robertsdale,65208,2404632,PPL,30.557139,-87.704723
AL,01,Rock Creek,65412,2403485,CDP,33.477227,-87.081249
AL,01,Rockford,65472,2407230,PPL,32.896866,-86.208345
AL,01,Rock Mills,65592,2403487,CDP,33.159940,-85.281070
AL,01,Rockville,65784,2632283,CDP,31.405776,-87.844212
AL,01,Rogersville,66216,2407235,PPL,34.827714,-87.284092
AL,01,Rosa,66408,2407242,PPL,33.992756,-86.500325
AL,01,Russellville,67056,2404657,PPL,34.505737,-87.728192
AL,01,Rutledge,67176,2407263,PPL,31.724072,-86.302008
AL,01,St. Florian,67536,2407266,PPL,34.866980,-87.623535
AL,01,St. Stephens,67584,2628605,CDP,31.571111,-88.052834
AL,01,Saks,67608,2402815,CDP,33.711401,-85.853698
AL,01,Samson,67800,2405412,PPL,31.112417,-86.046735
AL,01,Sand Rock,67920,2407282,PPL,34.230200,-85.771561
AL,01,Sanford,68016,2407286,PPL,31.298820,-86.398859
AL,01,Saraland,68160,2405422,PPL,30.834851,-88.101054
AL,01,Sardis,68280,2407291,PPL,34.172413,-86.119104
AL,01,Satsuma,68352,2405427,PPL,30.857874,-88.063383
AL,01,Scottsboro,68736,2405433,PPL,34.644641,-86.048205
AL,01,Section,69000,2407306,PPL,34.581644,-85.984942
AL,01,Selma,69120,2405441,PPL,32.417020,-87.035792
AL,01,Selmont-West Selmont,69180,2402837,CDP,32.378249,-87.006898
AL,01,Semmes,69240,2680031,PPL,30.758739,-88.223075
AL,01,Sheffield,69648,2405452,PPL,34.755494,-87.701265
AL,01,Shelby,69672,2582698,CDP,33.106882,-86.585403
AL,01,Shiloh,69840,2407327,PPL,34.463763,-85.877994
AL,01,Shoal Creek,69978,2582699,CDP,33.430763,-86.610925
AL,01,Shorter,70128,2407329,PPL,32.411509,-85.972756
AL,01,Silas,70416,2407336,PPL,31.767802,-88.325923
AL,01,Silverhill,70536,2407342,PPL,30.544644,-87.749201
AL,01,Sims Chapel,70632,2632284,CDP,31.249255,-88.142971
AL,01,Sipsey,70704,2407346,PPL,33.822119,-87.082918
AL,01,Skyline,70896,2407348,PPL,34.798524,-86.122430
AL,01,Slocomb,71040,2405471,PPL,31.112122,-85.598663
AL,01,Smiths Station,71190,2405476,PPL,32.534662,-85.111341
AL,01,Smoke Rise,71201,2402861,CDP,33.879942,-86.824683
AL,01,Snead,71280,2407358,PPL,34.119476,-86.389223
AL,01,Somerville,71496,2407365,PPL,34.467006,-86.795843
AL,01,Southside,71832,2405499,PPL,33.890841,-86.018020
AL,01,South Vinemont,71900,2407373,PPL,34.233907,-86.866026
AL,01,Spanish Fort,71976,2405500,PPL,30.722714,-87.865845
AL,01,Spring Garden,72408,2582700,CDP,33.972965,-85.555756
AL,01,Springville,72600,2405516,PPL,33.744720,-86.488817
AL,01,Spruce Pine,72672,2628604,CDP,34.392870,-87.729597
AL,01,Standing Rock,72720,2582701,CDP,33.085690,-85.239849
AL,01,Steele,72888,2406664,PPL,33.941378,-86.192107
AL,01,Sterrett,73056,2582702,CDP,33.442198,-86.461045
AL,01,Stevenson,73080,2406667,PPL,34.876797,-85.814350
AL,01,Stewartville,73152,2582703,CDP,33.075532,-86.260693
AL,01,Sulligent,73728,2405539,PPL,33.891189,-88.126633
AL,01,Sumiton,73848,2405542,PPL,33.749269,-87.046903
AL,01,Summerdale,73872,2406681,PPL,30.476741,-87.687561
AL,01,Susan Moore,74160,2406699,PPL,34.091999,-86.434156
AL,01,Sweet Water,74304,2406702,PPL,32.104903,-87.861185
AL,01,Sylacauga,74352,2405558,PPL,33.177974,-86.260238
AL,01,Sylvania,74400,2406707,PPL,34.562043,-85.804720
AL,01,Sylvan Springs,74424,2406706,PPL,33.528628,-87.031206
AL,01,Talladega,74592,2405562,PPL,33.431757,-86.099454
AL,01,Talladega Springs,74616,2406710,PPL,33.120452,-86.437761
AL,01,Tallassee,74688,2405565,PPL,32.532665,-85.891993
AL,01,Tarrant,74976,2405570,PPL,33.596495,-86.762522
AL,01,Taylor,75096,2406717,PPL,31.168757,-85.475808
AL,01,Theodore,75768,2402926,CDP,30.538686,-88.187573
AL,01,Thomaston,75936,2406729,PPL,32.268277,-87.623706
AL,01,Thomasville,75960,2405583,PPL,31.911088,-87.741856
AL,01,Thorsby,76080,2406731,PPL,32.918209,-86.719603
AL,01,Tibbie,76200,2628606,CDP,31.370471,-88.243860
AL,01,Tidmore Bend,76208,2582704,CDP,34.032490,-85.925319
AL,01,Tillmans Corner,76320,2402933,CDP,30.581533,-88.212780
AL,01,Town Creek,76584,2406744,PPL,34.671301,-87.407763
AL,01,Toxey,76632,2406745,PPL,31.910712,-88.309146
AL,01,Trafford,76680,2406747,PPL,33.819484,-86.746572
AL,01,Triana,76824,2406753,PPL,34.592663,-86.742875
AL,01,Trinity,76872,2406755,PPL,34.597263,-87.083806
AL,01,Troy,76920,2405606,PPL,31.801960,-85.967130
AL,01,Trussville,76944,2405608,PPL,33.655407,-86.563109
AL,01,Tuscaloosa,77256,2405614,PPL,33.234404,-87.528300
AL,01,Tuscumbia,77280,2405616,PPL,34.718502,-87.702586
AL,01,Tuskegee,77304,2405617,PPL,32.418209,-85.673314
AL,01,Twin,77352,2424938,PPL,33.992314,-87.852295
AL,01,Underwood-Petersville,77580,2402943,CDP,34.876112,-87.698157
AL,01,Union,77616,2406776,PPL,32.993810,-87.907179
AL,01,Union Grove,77784,2406778,PPL,34.406172,-86.451667
AL,01,Union Springs,77880,2405629,PPL,32.139506,-85.714623
AL,01,Uniontown,77904,2406779,PPL,32.446719,-87.487380
AL,01,Uriah,78120,2628607,CDP,31.307365,-87.499213
AL,01,Valley,78204,2405634,PPL,32.828953,-85.169386
AL,01,Valley Grande,78232,2405635,PPL,32.486872,-87.032773
AL,01,Valley Head,78240,2406785,PPL,34.556171,-85.622882
AL,01,Vance,78264,2406787,PPL,33.173992,-87.226627
AL,01,Vandiver,78312,2582705,CDP,33.458856,-86.529222
AL,01,Vernon,78480,2405641,PPL,33.758859,-88.114379
AL,01,Vestavia Hills,78552,2405646,PPL,33.462496,-86.739508
AL,01,Vina,78984,2406801,PPL,34.376175,-88.060572
AL,01,Vincent,79008,2406802,PPL,33.383145,-86.402544
AL,01,Vinegar Bend,79032,2628608,CDP,31.259093,-88.367264
AL,01,Vredenburgh,79272,2406808,PPL,31.823234,-87.318077
AL,01,Wadley,79344,2406813,PPL,33.123400,-85.568592
AL,01,Waldo,79488,2406819,PPL,33.387083,-86.041075
AL,01,Walnut Grove,79728,2406827,PPL,34.064595,-86.287170
AL,01,Warrior,79944,2405676,PPL,33.815214,-86.815273
AL,01,Waterloo,80064,2406837,PPL,34.917199,-88.064373
AL,01,Waverly,80256,2406842,PPL,32.730078,-85.570999
AL,01,Weaver,80352,2405699,PPL,33.761854,-85.810191
AL,01,Webb,80376,2406847,PPL,31.257252,-85.289817
AL,01,Wedowee,80496,2406851,PPL,33.308004,-85.486500
AL,01,Weogufka,80736,2582706,CDP,33.032235,-86.323775
AL,01,West Blocton,80928,2406861,PPL,33.118176,-87.125225
AL,01,West End-Cobb,81084,2403002,PPL,33.651453,-85.876528
AL,01,West Jefferson,81336,2406862,PPL,33.648529,-87.068000
AL,01,Westover,81504,2406871,PPL,33.378305,-86.536849
AL,01,West Point,81528,2406865,PPL,34.238730,-86.964075
AL,01,Wetumpka,81720,2405723,PPL,32.540376,-86.206999
AL,01,Whatley,81744,2628609,CDP,31.646343,-87.710836
AL,01,White Hall,81912,2406877,PPL,32.297411,-86.715776
AL,01,White Plains,82104,2582707,CDP,33.759312,-85.688470
AL,01,Whitesboro,82176,2582708,CDP,34.169004,-86.058499
AL,01,Wilsonville,82848,2406894,PPL,33.240752,-86.491105
AL,01,Wilton,82872,2406895,PPL,33.081565,-86.879655
AL,01,Winfield,82992,2405765,PPL,33.931561,-87.791874
AL,01,Woodland,83400,2406911,PPL,33.375627,-85.397439
AL,01,Woodstock,83640,2406913,PPL,33.217312,-87.148410
AL,01,Woodville,83664,2406914,PPL,34.629576,-86.283461
AL,01,Yellow Bluff,83976,2406925,PPL,31.962139,-87.480720
AL,01,York,84096,2405800,PPL,32.500609,-88.291401
AK,02,Adak,65,2419346,ADM2,51.840182,-176.566001
AK,02,Akhiok,00650,2419347,ADM2,56.948856,-154.215556
AK,02,Akiachak,00760,2418756,CDP,60.916162,-161.404695
AK,02,Akiak,00870,2419348,ADM2,60.909982,-161.216376
AK,02,Akutan,01090,2419349,ADM2,54.140014,-165.762992
AK,02,Alakanuk,01200,2419350,ADM2,62.711160,-164.644712
AK,02,Alatna,01305,2418761,CDP,66.563929,-152.838002
AK,02,Alcan Border,01390,2418762,CDP,62.695606,-141.182741
AK,02,Aleknagik,01420,2419351,ADM2,59.288961,-158.664343
AK,02,Aleneva,01560,2418764,CDP,58.059045,-152.909008
AK,02,Allakaket,01860,2419352,ADM2,66.560261,-152.644967
AK,02,Ambler,01970,2419353,ADM2,67.100657,-157.847803
AK,02,Anaktuvuk Pass,02080,2419354,ADM2,68.154932,-151.705201
AK,02,Anchorage,03000,2419025,ADM2,61.174250,-149.284329
AK,02,Anchor Point,03110,2418770,CDP,59.747364,-151.695697
AK,02,Anderson,03220,2419355,ADM2,64.308281,-149.163187
AK,02,Angoon,03440,2419356,ADM2,57.440851,-134.478015
AK,02,Aniak,03550,2419357,ADM2,61.578035,-159.528754
AK,02,Anvik,03880,2419358,ADM2,62.630995,-160.213725
AK,02,Arctic,03990,2418777,ADM2,68.165420,-145.401329
AK,02,Atka,04210,2419359,ADM2,52.213091,-174.215643
AK,02,Atmautluak,04430,2418781,CDP,60.861522,-162.279808
AK,02,Atqasuk,04500,2419360,ADM2,70.480786,-157.325459
AK,02,Attu Station,04670,2418783,CDP,52.880248,173.256076
AK,02,Badger,05000,2582709,CDP,64.800081,-147.385129
AK,02,Barrow,05200,2419361,ADM2,71.253500,-156.800072
AK,02,Bear Creek,05585,2418785,CDP,60.208055,-149.369783
AK,02,Beaver,05750,2418787,CDP,66.390584,-147.337916
AK,02,Beluga,06245,2418789,CDP,61.191031,-151.184378
AK,02,Bethel,06520,2419362,ADM2,60.792998,-161.793477
AK,02,Bettles,06630,2419363,ADM2,66.906318,-151.537737
AK,02,Big Delta,06850,2418791,CDP,64.156648,-145.740922
AK,02,Big Lake,07070,2418792,CDP,61.529768,-149.980916
AK,02,Birch Creek,07620,2418795,CDP,66.266519,-145.873820
AK,02,Brevig Mission,08740,2419364,ADM2,65.343920,-166.508493
AK,02,Buckland,09600,2419365,ADM2,65.975886,-161.138732
AK,02,Buffalo Soapstone,09657,2418798,CDP,61.685152,-149.120215
AK,02,Butte,09710,2418799,CDP,61.533727,-148.987706
AK,02,Cantwell,10150,2418801,CDP,63.411396,-148.749622
AK,02,Central,11690,2418803,CDP,65.480090,-144.478091
AK,02,Chalkyitsik,11800,2418805,CDP,66.646856,-143.788895
AK,02,Chase,12350,2418806,CDP,62.418236,-149.936172
AK,02,Chefornak,12680,2419366,ADM2,60.151220,-164.251364
AK,02,Chena Ridge,12920,2582710,CDP,64.799021,-148.023779
AK,02,Chenega,12970,2418809,CDP,60.091902,-147.994693
AK,02,Chevak,13230,2419367,ADM2,61.531066,-165.597199
AK,02,Chickaloon,13340,2418817,CDP,61.815261,-148.291983
AK,02,Chicken,13450,2418819,CDP,64.087658,-141.828130
AK,02,Chignik,13550,2419368,ADM2,56.294355,-158.395644
AK,02,Chignik Lagoon,13670,2418822,CDP,56.304623,-158.498510
AK,02,Chignik Lake,13780,2418824,CDP,56.271969,-158.789108
AK,02,Chiniak,13860,2418827,CDP,57.574806,-152.283288
AK,02,Chisana,13890,2418828,CDP,62.110484,-142.048641
AK,02,Chistochina,14000,2418830,CDP,62.596444,-144.941045
AK,02,Chitina,14110,2418832,CDP,61.551904,-144.175849
AK,02,Chuathbaluk,14330,2419369,ADM2,61.575539,-159.247070
AK,02,Circle,14880,2418837,CDP,65.838581,-144.175430
AK,02,Clam Gulch,15320,2418838,CDP,60.208902,-151.404202
AK,02,Clark's Point,15430,2419370,ADM2,58.833381,-158.528799
AK,02,Coffman Cove,16360,2419371,ADM2,56.001751,-132.841933
AK,02,Cohoe,16420,2418842,CDP,60.266971,-151.298172
AK,02,Cold Bay,16530,2419372,ADM2,55.215790,-162.775829
AK,02,Coldfoot,16630,2418843,CDP,67.247451,-150.108051
AK,02,College,16750,2418844,CDP,64.870065,-147.807221
AK,02,Cooper Landing,17190,2418845,CDP,60.496223,-149.824072
AK,02,Copper Center,17300,2418847,CDP,61.984549,-145.354342
AK,02,Cordova,17410,2419373,ADM2,60.530138,-145.642065
AK,02,Covenant Life,17670,2418850,CDP,59.397505,-136.123002
AK,02,Craig,17740,2419374,ADM2,55.488233,-133.111069
AK,02,Crooked Creek,17850,2418853,CDP,61.796853,-158.081066
AK,02,Crown Point,17960,2418549,CDP,60.426679,-149.352980
AK,02,Deering,18510,2419375,ADM2,66.069313,-162.768610
AK,02,Delta Junction,18620,2419376,ADM2,64.060263,-145.693529
AK,02,Deltana,18675,2418552,CDP,63.789386,-145.351621
AK,02,Diamond Ridge,18925,2418553,CDP,59.708319,-151.545304
AK,02,Dillingham,18950,2419377,ADM2,58.980556,-158.467569
AK,02,Diomede,19060,2419378,ADM2,65.753769,-168.923151
AK,02,Dot Lake,19720,2418556,CDP,63.586914,-144.293082
AK,02,Dot Lake,19750,2418557,ADM2,63.662262,-144.016014
AK,02,Dry Creek,20020,2418559,CDP,63.626638,-144.639194
AK,02,Eagle,20380,2419379,ADM2,64.780117,-141.193320
AK,02,Eagle,20600,2418561,ADM2,64.743383,-141.113825
AK,02,Edna Bay,20970,2418565,CDP,55.971212,-133.695861
AK,02,Eek,21040,2419380,ADM2,60.214240,-162.030362
AK,02,Egegik,21150,2419381,ADM2,58.205148,-157.521978
AK,02,Eielson AFB,21370,2418568,CDP,64.664101,-147.036297
AK,02,Ekwok,21810,2419382,ADM2,59.345664,-157.488006
AK,02,Elfin Cove,22140,2418572,CDP,58.191175,-136.312524
AK,02,Elim,22250,2419383,ADM2,64.618385,-162.273386
AK,02,Emmonak,22910,2419384,ADM2,62.785183,-164.566301
AK,02,Ester,23460,2418574,CDP,64.879056,-148.041153
AK,02,Eureka Roadhouse,23720,2582711,CDP,61.958507,-147.155104
AK,02,Evansville,23790,2418576,CDP,66.932973,-151.368929
AK,02,Excursion Inlet,23900,2418577,CDP,58.414676,-135.345524
AK,02,Fairbanks,24230,2419385,ADM2,64.836531,-147.651745
AK,02,False Pass,24660,2419386,ADM2,54.872441,-163.334268
AK,02,Farmers Loop,24980,2582712,CDP,64.908224,-147.698661
AK,02,Farm Loop,25000,2418580,CDP,61.638456,-149.134043
AK,02,Ferry,25220,2418581,CDP,64.049620,-148.920602
AK,02,Fishhook,25550,2418582,CDP,61.731230,-149.283619
AK,02,Flat,25880,2418583,CDP,62.441367,-158.040533
AK,02,Fort Greely,26100,2418584,CDP,63.899565,-145.595225
AK,02,Fort Yukon,26760,2419387,ADM2,66.587608,-145.229192
AK,02,Four Mile Road,26835,2418586,CDP,64.604233,-149.115264
AK,02,Fox,26870,2418588,CDP,64.975054,-147.608837
AK,02,Fox River,26910,2418589,CDP,59.894505,-151.007044
AK,02,Fritz Creek,27090,2418590,CDP,59.746871,-151.288599
AK,02,Funny River,27145,2418591,CDP,60.484437,-150.789658
AK,02,Gakona,27420,2418593,CDP,62.360782,-145.265669
AK,02,Galena,27530,2419388,ADM2,64.729425,-156.872967
AK,02,Gambell,27640,2419389,ADM2,63.777201,-171.725710
AK,02,Game Creek,27700,2418596,CDP,58.050105,-135.512547
AK,02,Gateway,28200,2418597,CDP,61.566573,-149.223038
AK,02,Glacier View,28590,2418599,CDP,61.848015,-147.772538
AK,02,Glennallen,28740,2418600,CDP,62.147313,-145.836160
AK,02,Goldstream,29130,2582713,CDP,64.951999,-147.970602
AK,02,Golovin,29180,2419390,ADM2,64.563667,-163.001003
AK,02,Goodnews Bay,29290,2419391,ADM2,59.128713,-161.575656
AK,02,Grayling,30060,2419392,ADM2,62.896043,-160.112961
AK,02,Gulkana,30500,2418605,CDP,62.215183,-145.444886
AK,02,Gustavus,30940,2419393,ADM2,58.434464,-135.728243
AK,02,Haines,31050,2418606,CDP,59.260527,-135.472262
AK,02,Halibut Cove,31270,2418607,CDP,59.569581,-151.223764
AK,02,Happy Valley,31710,2418610,CDP,59.910444,-151.608179
AK,02,Harding-Birch Lakes,31765,2418611,CDP,64.384531,-146.553715
AK,02,Healy,32150,2418612,CDP,63.959632,-148.970842
AK,02,Healy Lake,32310,2418614,CDP,64.010439,-144.678662
AK,02,Hobart Bay,32550,2418615,CDP,57.417759,-133.306571
AK,02,Hollis,32810,2418616,CDP,55.515474,-132.701922
AK,02,Holy Cross,33030,2419394,ADM2,62.187016,-159.856068
AK,02,Homer,33140,2419395,ADM2,59.647445,-151.513119
AK,02,Hoonah,33360,2419396,ADM2,58.122421,-135.432770
AK,02,Hooper Bay,33470,2419397,ADM2,61.536383,-166.122887
AK,02,Hope,33580,2418620,CDP,60.886124,-149.632991
AK,02,Houston,33800,2419398,ADM2,61.616540,-149.771654
AK,02,Hughes,33910,2419399,ADM2,66.044722,-154.237175
AK,02,Huslia,34350,2419400,ADM2,65.719268,-156.297072
AK,02,Hydaburg,34460,2419401,ADM2,55.204120,-132.818341
AK,02,Hyder,34570,2418624,CDP,55.983313,-130.041842
AK,02,Igiugig,34790,2418626,CDP,59.301224,-155.860899
AK,02,Iliamna,35120,2418628,CDP,59.812806,-154.842262
AK,02,Ivanof Bay,35890,2418633,CDP,55.918199,-159.493298
AK,02,Juneau,36400,2419344,ADM2,58.372910,-134.178445
AK,02,Kachemak,36540,2419402,ADM2,59.674483,-151.436778
AK,02,Kake,36770,2419403,ADM2,56.977698,-133.904393
AK,02,Kaktovik,36990,2419404,ADM2,70.121207,-143.629531
AK,02,Kalifornsky,37250,2418637,CDP,60.453398,-151.220304
AK,02,Kaltag,37430,2419405,ADM2,64.313823,-158.779727
AK,02,Karluk,37540,2418642,CDP,57.590376,-154.364949
AK,02,Kasaan,37650,2419406,ADM2,55.561295,-132.406618
AK,02,Kasigluk,37975,2418645,CDP,60.864056,-162.537863
AK,02,Kasilof,38090,2418646,CDP,60.319336,-151.232875
AK,02,Kenai,38420,2419407,ADM2,60.562274,-151.207971
AK,02,Kenny Lake,38910,2418649,CDP,61.627171,-144.862976
AK,02,Ketchikan,38970,2419408,ADM2,55.357210,-131.674894
AK,02,Kiana,39300,2419409,ADM2,66.971322,-160.437625
AK,02,King Cove,39410,2419410,ADM2,55.076809,-162.321123
AK,02,King Salmon,39630,2418653,CDP,58.735011,-156.529186
AK,02,Kipnuk,39740,2418657,CDP,59.936452,-164.061751
AK,02,Kivalina,39960,2419411,ADM2,67.728579,-164.539688
AK,02,Klawock,40400,2419412,ADM2,55.556430,-133.086264
AK,02,Klukwan,40510,2418660,CDP,59.399766,-135.886877
AK,02,Knik-Fairview,40645,2418663,CDP,61.497160,-149.654505
AK,02,Knik River,40670,2418662,CDP,61.461611,-149.008210
AK,02,Kobuk,40840,2419413,ADM2,66.924092,-156.904680
AK,02,Kodiak,40950,2419414,ADM2,57.792391,-152.404536
AK,02,Kodiak Station,41210,2418665,CDP,57.767950,-152.595907
AK,02,Kokhanok,41280,2418667,CDP,59.412874,-154.746661
AK,02,Koliganek,41500,2418668,CDP,59.696632,-157.224847
AK,02,Kongiganak,41610,2418670,CDP,59.964458,-162.883103
AK,02,Kotlik,41720,2419415,ADM2,63.028752,-163.535727
AK,02,Kotzebue,41830,2419416,ADM2,66.870452,-162.511447
AK,02,Koyuk,41940,2419417,ADM2,64.939607,-161.151272
AK,02,Koyukuk,42050,2419418,ADM2,64.902213,-157.694335
AK,02,Kupreanof,42160,2419419,ADM2,56.821295,-132.972152
AK,02,Kwethluk,42380,2419420,ADM2,60.793216,-161.431390
AK,02,Kwigillingok,42490,2418677,CDP,59.874234,-163.205541
AK,02,Lake Louise,42805,2418679,CDP,62.296945,-146.531845
AK,02,Lake Minchumina,42820,2418680,CDP,63.790143,-152.462128
AK,02,Lakes,42832,2418681,CDP,61.605218,-149.311468
AK,02,Larsen Bay,43040,2419421,ADM2,57.551423,-154.004570
AK,02,Lazy Mountain,43260,2418683,CDP,61.657536,-148.928502
AK,02,Levelock,43810,2418685,CDP,59.080210,-156.905229
AK,02,Lime,44030,2418687,ADM2,61.330481,-155.238328
AK,02,Livengood,44580,2418688,CDP,65.476506,-148.422784
AK,02,Loring,45020,2585565,CDP,55.606641,-131.639957
AK,02,Lowell Point,45295,2418689,CDP,60.076335,-149.492662
AK,02,Lower Kalskag,45460,2419422,ADM2,61.515813,-160.357635
AK,02,Lutak,45700,2418692,CDP,59.412217,-135.589049
AK,02,McCarthy,45790,2418699,CDP,61.453957,-142.864693
AK,02,McGrath,46010,2419425,ADM2,62.938077,-155.548556
AK,02,McKinley Park,46560,2418701,CDP,63.572867,-148.673440
AK,02,Manley Hot Springs,46780,2418695,CDP,65.018757,-150.645281
AK,02,Manokotak,46890,2419423,ADM2,59.003787,-158.995258
AK,02,Marshall,47000,2419424,ADM2,61.881176,-162.060923
AK,02,Meadow Lakes,47735,2418702,CDP,61.624118,-149.562290
AK,02,Mekoryuk,47990,2419426,ADM2,60.370781,-166.266749
AK,02,Mendeltna,48200,2418706,CDP,62.145366,-146.758940
AK,02,Mentasta Lake,48540,2418708,CDP,63.015164,-143.539736
AK,02,Mertarvik,48590,2582714,CDP,60.810993,-164.499110
AK,02,Metlakatla,48870,2418709,CDP,55.114699,-131.555726
AK,02,Minto,49530,2418714,CDP,65.089635,-149.590211
AK,02,Moose Creek,50080,2418716,CDP,64.716369,-147.166627
AK,02,Moose Pass,50190,2418717,CDP,60.505936,-149.468361
AK,02,Mosquito Lake,50800,2418718,CDP,59.474558,-136.198132
AK,02,Mountain,51180,2419427,ADM2,62.094448,-163.715339
AK,02,Mud Bay,51455,2418720,CDP,59.151183,-135.356493
AK,02,Nabesna,51960,2582715,CDP,62.495927,-143.007601
AK,02,Naknek,52060,2418722,CDP,58.787581,-156.892509
AK,02,Nanwalek,52210,2418726,CDP,59.326523,-151.923902
AK,02,Napakiak,52390,2419428,ADM2,60.682928,-161.998779
AK,02,Napaskiak,52720,2419429,ADM2,60.697563,-161.748916
AK,02,Naukati Bay,52845,2418730,CDP,55.876985,-133.186990
AK,02,Nelchina,52915,2418731,CDP,62.009856,-146.829712
AK,02,Nelson Lagoon,52940,2418733,CDP,55.836649,-161.635799
AK,02,Nenana,53050,2419430,ADM2,64.543340,-149.071248
AK,02,New Allakaket,53162,2418735,CDP,66.538603,-152.621292
AK,02,Newhalen,53270,2419432,ADM2,59.736763,-154.900779
AK,02,New Stuyahok,53710,2419431,ADM2,59.485149,-157.308370
AK,02,Newtok,53820,2418740,CDP,60.935052,-164.645901
AK,02,Nightmute,53930,2419433,ADM2,60.464237,-164.836100
AK,02,Nikiski,54050,2418742,CDP,60.725009,-151.225233
AK,02,Nikolaevsk,54085,2418743,CDP,59.829553,-151.596382
